generation_id,fitness,blocks_used,chromosome
94,370,31,"{6,6, 7,7, 2,2,31}([6]0,4,0)([7]3,4,2)([8]0,2,0)([9]2,2,0)([10]1,4,0)([11]4,0,1)([12]3,0,0)([13]1,12,1)([14]11,2,1)([15]10,4,1)([16]2,5,2)([17]5,6,1)([18]9,5,1)([19]3,2,1)([20]13,11,2)([21]19,17,3)([22]2,3,1)([23]12,8,1)([24]17,15,2)([25]18,15,2)([26]11,8,1)([27]25,23,1)([28]2,4,0)([29]3,21,1)([30]17,2,3)([31]22,24,3)([32]20,24,0)([33]21,15,1)([34]5,1,1)([35]0,30,3)([36]24,32,0)([37]2,4,1)([38]20,27,3)([39]23,33,2)([40]23,25,3)([41]37,34,3)([42]3,5,3)([43]32,2,2)([44]27,32,1)([45]39,28,0)([46]37,3,3)([47]4,27,1)([48]2,2,2)([49]39,40,1)([50]3,2,3)([51]35,2,2)([52]46,38,1)([53]34,36,3)([54]47,38,3)(44,49,52,31,41,18)"
95,371,31,"{6,6, 7,7, 2,2,31}([6]0,1,0)([7]1,3,1)([8]5,2,1)([9]5,3,1)([10]3,4,3)([11]4,0,1)([12]3,0,3)([13]7,3,0)([14]2,3,1)([15]1,4,1)([16]0,0,1)([17]5,0,1)([18]8,6,0)([19]3,2,1)([20]13,11,2)([21]19,17,2)([22]9,1,3)([23]3,6,1)([24]17,15,2)([25]18,15,2)([26]1,1,0)([27]25,23,1)([28]16,1,2)([29]21,22,3)([30]16,23,0)([31]19,24,3)([32]20,14,0)([33]21,15,1)([34]5,26,1)([35]27,23,1)([36]28,21,2)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]0,1,0)([43]36,32,1)([44]35,32,1)([45]33,0,2)([46]34,0,0)([47]40,28,2)([48]0,42,2)([49]39,40,1)([50]45,4,3)([51]36,0,0)([52]38,46,0)([53]46,2,3)([54]35,3,3)(44,49,52,31,41,8)"
95,372,29,"{6,6, 7,7, 2,2,29}([6]0,1,0)([7]1,3,1)([8]5,2,1)([9]5,3,1)([10]3,4,3)([11]4,0,1)([12]3,0,3)([13]7,3,0)([14]2,3,1)([15]1,4,1)([16]0,0,1)([17]5,0,1)([18]8,6,0)([19]3,2,1)([20]13,11,3)([21]19,17,2)([22]9,1,3)([23]3,6,1)([24]17,15,2)([25]18,15,2)([26]1,1,0)([27]25,23,1)([28]16,1,2)([29]21,22,3)([30]16,23,0)([31]19,24,3)([32]20,14,0)([33]21,15,1)([34]5,26,1)([35]27,23,1)([36]28,21,2)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]0,1,0)([43]36,32,1)([44]35,38,1)([45]33,0,2)([46]34,0,0)([47]40,28,2)([48]0,42,2)([49]39,40,1)([50]45,4,3)([51]36,0,0)([52]38,46,0)([53]46,2,3)([54]35,3,3)(44,49,52,31,41,8)"
95,356,31,"{6,6, 7,7, 2,2,31}([6]0,1,0)([7]1,3,1)([8]5,2,1)([9]5,3,1)([10]3,4,3)([11]4,0,1)([12]3,0,3)([13]7,3,0)([14]2,3,1)([15]1,4,1)([16]0,0,1)([17]5,0,1)([18]8,6,0)([19]3,2,1)([20]13,11,2)([21]19,17,2)([22]9,1,3)([23]3,6,1)([24]17,15,2)([25]18,15,2)([26]1,1,0)([27]25,23,1)([28]16,1,2)([29]21,22,3)([30]16,23,0)([31]19,24,3)([32]20,14,0)([33]21,15,1)([34]5,26,1)([35]27,23,1)([36]28,21,2)([37]2,4,1)([38]20,20,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]0,1,0)([43]36,32,1)([44]35,32,1)([45]33,0,2)([46]34,0,0)([47]40,28,2)([48]0,42,2)([49]39,40,1)([50]45,4,3)([51]36,0,0)([52]38,46,0)([53]46,2,3)([54]35,3,3)(44,49,52,31,41,8)"
95,371,31,"{6,6, 7,7, 2,2,31}([6]0,1,0)([7]1,3,1)([8]5,2,1)([9]5,3,1)([10]3,4,3)([11]4,0,1)([12]3,0,3)([13]7,3,0)([14]2,3,1)([15]1,4,1)([16]0,0,1)([17]5,0,1)([18]8,6,0)([19]3,2,1)([20]13,11,2)([21]19,17,2)([22]9,1,3)([23]3,6,1)([24]17,15,2)([25]18,15,2)([26]1,1,0)([27]25,23,1)([28]16,1,2)([29]21,22,3)([30]16,23,0)([31]19,24,3)([32]20,14,0)([33]21,15,1)([34]5,26,1)([35]27,23,1)([36]28,21,2)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]0,1,0)([43]36,32,1)([44]35,32,1)([45]33,0,2)([46]34,0,0)([47]40,28,2)([48]0,42,2)([49]39,40,1)([50]45,0,3)([51]36,0,0)([52]38,46,0)([53]46,2,3)([54]35,3,3)(44,49,52,31,41,8)"
95,368,31,"{6,6, 7,7, 2,2,31}([6]0,1,0)([7]1,3,1)([8]5,2,1)([9]5,3,1)([10]3,4,3)([11]4,0,1)([12]3,0,3)([13]7,3,0)([14]2,3,1)([15]1,4,1)([16]0,0,1)([17]5,0,1)([18]8,6,0)([19]3,2,1)([20]13,11,2)([21]19,17,2)([22]9,1,3)([23]3,6,1)([24]17,15,2)([25]18,15,2)([26]1,1,0)([27]25,23,1)([28]16,1,2)([29]21,22,3)([30]16,23,0)([31]19,24,3)([32]20,14,0)([33]21,15,1)([34]5,26,1)([35]27,23,1)([36]28,31,2)([37]2,4,1)([38]20,33,0)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]0,1,0)([43]36,32,1)([44]35,32,1)([45]33,0,2)([46]34,0,0)([47]40,28,2)([48]0,42,2)([49]39,40,1)([50]45,4,3)([51]36,0,0)([52]38,46,0)([53]46,2,3)([54]35,3,3)(44,49,52,31,41,8)"
95,371,31,"{6,6, 7,7, 2,2,31}([6]0,1,0)([7]1,3,1)([8]5,2,1)([9]5,3,1)([10]3,4,3)([11]4,0,1)([12]3,0,3)([13]7,3,0)([14]2,3,1)([15]1,4,1)([16]0,0,1)([17]5,0,1)([18]8,6,0)([19]3,2,1)([20]13,11,2)([21]19,17,2)([22]9,1,3)([23]3,6,1)([24]17,15,2)([25]18,15,2)([26]1,1,0)([27]25,23,1)([28]16,1,2)([29]21,22,3)([30]16,23,0)([31]19,24,3)([32]20,14,0)([33]21,15,1)([34]5,26,1)([35]27,23,1)([36]28,21,2)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]0,1,0)([43]36,32,1)([44]35,32,1)([45]33,0,2)([46]34,0,0)([47]40,28,2)([48]0,42,2)([49]39,40,1)([50]45,4,3)([51]36,0,0)([52]38,46,0)([53]46,2,3)([54]35,3,3)(44,49,52,31,41,8)"
96,372,26,"{6,6, 7,7, 2,2,26}([6]0,1,0)([7]3,2,0)([8]5,2,1)([9]1,3,1)([10]1,1,0)([11]4,0,1)([12]5,2,1)([13]4,1,0)([14]6,7,2)([15]1,4,1)([16]5,6,3)([17]5,0,1)([18]8,7,2)([19]3,2,1)([20]9,11,3)([21]19,17,2)([22]2,7,0)([23]3,6,1)([24]17,15,3)([25]8,15,2)([26]1,15,2)([27]25,23,1)([28]1,18,2)([29]2,3,2)([30]13,17,1)([31]19,24,3)([32]17,22,2)([33]21,15,1)([34]5,26,1)([35]27,29,1)([36]27,32,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]2,28,0)([43]4,29,0)([44]35,40,0)([45]29,30,0)([46]29,40,0)([47]3,3,1)([48]46,38,2)([49]39,40,1)([50]43,45,3)([51]47,39,1)([52]5,3,2)([53]39,0,0)([54]1,36,3)(44,49,38,31,41,8)"
96,372,26,"{6,6, 7,7, 2,2,26}([6]0,1,0)([7]3,2,0)([8]5,2,1)([9]1,3,1)([10]1,1,0)([11]4,0,1)([12]5,4,1)([13]4,1,0)([14]6,7,2)([15]1,4,1)([16]5,6,3)([17]5,0,1)([18]8,7,2)([19]3,2,1)([20]9,11,3)([21]19,17,2)([22]2,7,0)([23]3,6,1)([24]17,15,3)([25]8,15,2)([26]1,15,2)([27]25,23,1)([28]1,18,2)([29]3,3,2)([30]13,17,1)([31]19,24,3)([32]17,22,2)([33]21,15,1)([34]5,26,1)([35]27,29,1)([36]27,32,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]2,28,0)([43]4,29,0)([44]35,40,0)([45]29,30,0)([46]29,40,0)([47]3,3,1)([48]46,38,2)([49]39,40,1)([50]43,45,3)([51]47,39,1)([52]5,3,2)([53]39,0,0)([54]1,36,3)(44,49,38,31,41,8)"
96,358,26,"{6,6, 7,7, 2,2,26}([6]0,1,0)([7]3,2,0)([8]5,2,1)([9]1,1,1)([10]1,1,0)([11]4,0,1)([12]5,2,1)([13]4,1,0)([14]6,7,2)([15]1,4,1)([16]5,6,3)([17]5,0,1)([18]8,7,2)([19]3,2,1)([20]9,11,3)([21]19,17,2)([22]2,7,0)([23]3,6,1)([24]17,15,3)([25]8,15,2)([26]1,15,2)([27]25,23,1)([28]1,18,2)([29]3,3,2)([30]13,17,1)([31]19,24,3)([32]17,22,2)([33]21,15,1)([34]5,26,1)([35]27,29,1)([36]27,32,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]2,28,0)([43]4,29,0)([44]35,40,0)([45]29,30,0)([46]29,40,0)([47]3,3,1)([48]46,38,2)([49]39,40,1)([50]43,45,3)([51]47,39,1)([52]5,3,2)([53]39,0,0)([54]1,36,3)(44,49,38,31,41,8)"
96,351,26,"{6,6, 7,7, 2,2,26}([6]0,1,0)([7]3,2,0)([8]5,2,1)([9]1,3,1)([10]1,1,0)([11]4,0,1)([12]5,2,1)([13]4,1,0)([14]6,7,2)([15]1,4,1)([16]5,6,3)([17]5,0,1)([18]8,7,2)([19]3,9,1)([20]9,11,3)([21]19,17,2)([22]2,7,0)([23]3,6,1)([24]17,15,3)([25]8,15,2)([26]1,15,2)([27]25,23,1)([28]1,18,2)([29]3,3,2)([30]13,17,1)([31]19,24,3)([32]17,22,2)([33]21,15,1)([34]5,26,1)([35]27,29,1)([36]27,30,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]2,28,0)([43]4,29,0)([44]35,40,0)([45]29,30,0)([46]29,40,0)([47]3,3,1)([48]46,38,2)([49]39,40,1)([50]43,45,3)([51]47,39,1)([52]5,3,2)([53]39,0,0)([54]1,36,3)(44,49,38,31,41,8)"
96,372,26,"{6,6, 7,7, 2,2,26}([6]0,1,0)([7]3,2,0)([8]5,2,1)([9]1,3,1)([10]1,1,0)([11]4,0,1)([12]5,2,1)([13]4,1,0)([14]6,7,2)([15]1,4,1)([16]5,6,3)([17]5,0,1)([18]8,7,2)([19]3,2,1)([20]9,11,3)([21]19,17,2)([22]2,7,0)([23]3,6,1)([24]17,15,3)([25]8,15,2)([26]1,15,2)([27]25,23,1)([28]1,18,2)([29]3,3,2)([30]13,17,1)([31]19,24,3)([32]17,22,2)([33]21,15,1)([34]5,26,1)([35]27,29,1)([36]27,32,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]2,28,0)([43]4,29,0)([44]35,40,0)([45]29,30,0)([46]29,40,0)([47]3,3,1)([48]46,38,2)([49]39,40,1)([50]43,45,3)([51]47,39,1)([52]5,3,2)([53]39,0,0)([54]1,36,3)(44,49,38,31,41,8)"
96,373,26,"{6,6, 7,7, 2,2,26}([6]0,1,0)([7]3,2,0)([8]5,2,1)([9]1,3,1)([10]1,1,0)([11]4,0,1)([12]5,2,1)([13]4,1,0)([14]6,7,2)([15]1,4,1)([16]5,6,3)([17]5,0,1)([18]8,7,2)([19]3,2,1)([20]9,11,3)([21]19,17,3)([22]2,7,0)([23]3,6,1)([24]17,15,3)([25]8,15,2)([26]1,15,2)([27]25,23,1)([28]1,18,2)([29]3,3,2)([30]13,17,1)([31]19,24,3)([32]17,22,2)([33]21,15,1)([34]5,26,1)([35]27,29,1)([36]27,32,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]2,28,0)([43]4,29,0)([44]35,40,0)([45]29,30,0)([46]29,40,0)([47]3,3,1)([48]46,38,2)([49]39,40,1)([50]43,45,3)([51]47,39,1)([52]5,3,2)([53]39,0,0)([54]1,36,3)(44,49,38,31,41,8)"
97,349,28,"{6,6, 7,7, 2,2,28}([6]4,0,0)([7]3,4,2)([8]5,2,1)([9]1,3,1)([10]4,0,2)([11]4,0,1)([12]0,4,0)([13]10,8,1)([14]10,1,3)([15]1,4,1)([16]2,2,1)([17]5,12,1)([18]9,3,1)([19]3,2,1)([20]9,11,1)([21]19,17,3)([22]4,10,0)([23]3,12,1)([24]17,15,2)([25]13,15,2)([26]1,14,0)([27]25,21,0)([28]0,0,2)([29]21,14,3)([30]3,14,3)([31]19,24,3)([32]3,18,2)([33]21,15,1)([34]5,26,1)([35]31,2,0)([36]23,27,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]28,31,2)([43]33,0,0)([44]27,36,1)([45]31,32,3)([46]40,4,1)([47]32,27,1)([48]3,37,2)([49]39,40,1)([50]47,2,1)([51]38,35,1)([52]2,1,2)([53]42,41,3)([54]46,2,3)(44,49,38,31,41,8)"
97,375,28,"{6,6, 7,7, 2,2,28}([6]4,0,0)([7]3,4,2)([8]5,2,1)([9]1,3,1)([10]4,1,2)([11]4,0,1)([12]0,4,0)([13]10,8,1)([14]10,1,3)([15]1,4,1)([16]2,2,1)([17]5,12,1)([18]9,3,1)([19]3,2,1)([20]9,11,3)([21]19,17,3)([22]4,10,0)([23]3,12,1)([24]17,15,2)([25]13,15,2)([26]1,14,0)([27]25,21,0)([28]0,0,2)([29]21,14,3)([30]3,14,3)([31]19,24,3)([32]3,18,1)([33]21,15,1)([34]5,26,1)([35]31,2,0)([36]23,27,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]28,31,2)([43]36,0,0)([44]27,36,1)([45]31,32,3)([46]40,4,1)([47]32,27,1)([48]3,37,2)([49]39,40,1)([50]47,2,3)([51]38,35,1)([52]2,1,2)([53]42,41,3)([54]46,2,3)(44,49,38,31,41,8)"
97,328,27,"{6,6, 7,7, 2,2,27}([6]4,0,0)([7]3,4,2)([8]5,2,1)([9]1,3,1)([10]4,0,2)([11]4,0,3)([12]0,4,0)([13]10,8,1)([14]10,1,3)([15]1,4,1)([16]2,2,1)([17]5,12,1)([18]9,3,1)([19]3,2,1)([20]9,11,3)([21]19,17,3)([22]4,10,0)([23]3,12,1)([24]17,15,2)([25]13,15,2)([26]1,14,0)([27]25,21,0)([28]0,0,2)([29]21,14,3)([30]3,14,3)([31]19,24,3)([32]3,18,1)([33]21,15,1)([34]5,26,1)([35]31,2,0)([36]23,27,0)([37]2,4,1)([38]20,33,0)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]28,31,2)([43]36,0,0)([44]27,37,1)([45]31,32,3)([46]40,4,1)([47]32,27,1)([48]3,37,2)([49]39,40,1)([50]47,2,1)([51]38,35,1)([52]2,1,2)([53]42,41,3)([54]46,2,3)(44,49,38,31,41,8)"
97,347,28,"{6,6, 7,7, 2,2,28}([6]4,0,0)([7]3,4,2)([8]5,2,1)([9]1,3,1)([10]4,0,2)([11]4,0,1)([12]0,4,0)([13]10,8,1)([14]10,1,3)([15]1,4,1)([16]2,2,1)([17]5,12,1)([18]9,3,1)([19]3,2,1)([20]16,11,3)([21]19,17,3)([22]4,10,0)([23]3,12,1)([24]17,15,2)([25]13,15,2)([26]1,14,0)([27]25,21,0)([28]0,0,2)([29]21,14,3)([30]3,14,3)([31]19,24,3)([32]3,18,1)([33]21,15,1)([34]5,26,1)([35]31,2,0)([36]23,27,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]28,31,2)([43]36,0,0)([44]27,36,1)([45]31,32,3)([46]40,4,1)([47]32,27,1)([48]3,37,2)([49]39,40,1)([50]47,2,1)([51]38,35,1)([52]2,1,2)([53]42,41,3)([54]46,2,3)(44,49,38,31,41,8)"
97,373,28,"{6,6, 7,7, 2,2,28}([6]4,0,0)([7]3,4,2)([8]5,2,1)([9]1,3,1)([10]4,0,2)([11]4,0,1)([12]0,4,0)([13]10,8,1)([14]10,1,3)([15]1,4,1)([16]2,2,1)([17]5,12,1)([18]9,3,1)([19]3,2,1)([20]9,11,3)([21]19,17,3)([22]4,10,0)([23]3,12,1)([24]17,15,2)([25]13,15,2)([26]1,14,0)([27]25,21,0)([28]0,0,2)([29]21,14,3)([30]3,14,3)([31]19,24,3)([32]3,18,1)([33]21,15,1)([34]5,26,1)([35]31,2,0)([36]23,27,0)([37]2,4,1)([38]20,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]28,31,2)([43]36,0,0)([44]27,36,1)([45]31,32,3)([46]40,4,1)([47]32,27,1)([48]3,37,2)([49]39,40,1)([50]47,2,1)([51]38,35,1)([52]2,1,2)([53]42,41,3)([54]46,2,3)(44,49,38,31,41,8)"
97,335,26,"{6,6, 7,7, 2,2,26}([6]4,0,0)([7]3,4,2)([8]5,2,1)([9]1,3,1)([10]4,0,2)([11]4,0,1)([12]0,4,0)([13]10,8,1)([14]10,1,3)([15]1,4,1)([16]2,2,1)([17]5,12,1)([18]9,3,1)([19]3,2,1)([20]9,11,3)([21]19,17,3)([22]4,10,0)([23]3,4,1)([24]17,15,2)([25]13,15,2)([26]1,14,0)([27]25,21,0)([28]0,0,2)([29]21,14,3)([30]3,14,3)([31]19,24,3)([32]3,18,1)([33]21,15,1)([34]5,26,1)([35]31,2,0)([36]23,27,0)([37]2,4,1)([38]28,33,3)([39]23,33,3)([40]23,25,3)([41]37,34,3)([42]28,31,2)([43]36,0,0)([44]27,36,1)([45]31,32,3)([46]40,4,1)([47]32,27,1)([48]3,37,2)([49]39,40,1)([50]47,2,1)([51]38,35,1)([52]2,1,2)([53]42,41,3)([54]46,2,3)(44,49,38,31,41,8)"
98,377,30,"{6,6, 7,7, 2,2,30}([6]3,1,1)([7]0,0,1)([8]5,2,1)([9]1,1,1)([10]2,4,0)([11]4,0,1)([12]1,4,2)([13]8,12,1)([14]9,12,0)([15]3,0,1)([16]1,4,1)([17]5,0,1)([18]5,0,1)([19]2,3,1)([20]6,11,3)([21]19,18,3)([22]0,3,2)([23]13,6,0)([24]17,16,3)([25]15,6,0)([26]5,1,1)([27]13,16,3)([28]19,22,3)([29]21,25,0)([30]13,17,3)([31]19,24,3)([32]24,22,0)([33]21,16,1)([34]5,26,1)([35]2,4,1)([36]28,21,2)([37]28,26,3)([38]20,33,3)([39]25,33,2)([40]25,27,1)([41]35,34,3)([42]34,38,2)([43]29,3,1)([44]38,39,1)([45]40,38,0)([46]36,4,3)([47]3,4,3)([48]36,0,0)([49]39,45,3)([50]38,36,1)([51]45,36,0)([52]1,2,1)([53]2,45,2)([54]37,38,2)(40,49,50,31,41,8)"
98,329,30,"{6,6, 7,7, 2,2,30}([6]1,1,1)([7]0,0,1)([8]5,2,1)([9]1,1,1)([10]2,4,0)([11]4,0,1)([12]1,4,2)([13]8,12,1)([14]9,12,0)([15]3,0,1)([16]1,4,1)([17]5,0,1)([18]5,0,1)([19]2,3,1)([20]6,11,3)([21]19,18,3)([22]0,3,2)([23]13,6,0)([24]17,16,3)([25]15,6,0)([26]5,1,1)([27]13,16,3)([28]19,22,3)([29]21,25,0)([30]13,17,3)([31]19,24,3)([32]16,22,0)([33]21,16,1)([34]5,26,1)([35]2,4,2)([36]28,21,2)([37]28,26,3)([38]20,33,3)([39]25,33,2)([40]25,27,1)([41]35,34,3)([42]34,38,2)([43]29,3,1)([44]38,39,1)([45]40,38,0)([46]36,4,3)([47]3,4,3)([48]36,0,0)([49]39,45,3)([50]38,36,0)([51]45,36,0)([52]1,2,1)([53]2,45,2)([54]37,38,2)(40,49,50,31,41,8)"
98,375,30,"{6,6, 7,7, 2,2,30}([6]3,1,1)([7]0,0,1)([8]5,2,1)([9]1,1,1)([10]2,4,0)([11]4,0,1)([12]1,4,2)([13]8,12,1)([14]9,12,0)([15]3,0,1)([16]1,4,1)([17]5,0,1)([18]5,0,1)([19]2,3,1)([20]6,11,3)([21]19,18,3)([22]0,3,2)([23]13,6,0)([24]17,16,3)([25]15,6,0)([26]5,1,1)([27]13,16,3)([28]19,22,3)([29]21,25,0)([30]13,17,3)([31]19,24,3)([32]24,22,0)([33]21,16,1)([34]5,26,1)([35]2,4,1)([36]28,21,2)([37]28,26,3)([38]20,33,3)([39]25,33,2)([40]25,27,1)([41]35,34,3)([42]34,38,2)([43]29,3,1)([44]38,39,1)([45]40,38,0)([46]36,4,3)([47]3,4,3)([48]36,0,0)([49]39,45,3)([50]38,36,0)([51]45,36,0)([52]1,2,1)([53]2,45,2)([54]37,38,2)(40,49,50,31,41,8)"
98,375,30,"{6,6, 7,7, 2,2,30}([6]3,1,1)([7]0,0,0)([8]5,2,1)([9]1,1,1)([10]2,4,0)([11]4,0,1)([12]1,4,2)([13]8,12,1)([14]9,12,0)([15]3,0,1)([16]1,4,1)([17]5,0,1)([18]5,0,1)([19]2,3,1)([20]6,11,3)([21]19,18,3)([22]0,3,2)([23]13,6,0)([24]17,16,3)([25]15,6,0)([26]5,1,1)([27]13,16,3)([28]19,22,3)([29]21,25,0)([30]13,17,3)([31]19,24,3)([32]24,22,0)([33]21,16,1)([34]5,26,1)([35]2,4,1)([36]28,21,2)([37]28,26,3)([38]20,33,3)([39]25,33,2)([40]25,27,1)([41]35,34,3)([42]34,38,2)([43]29,3,1)([44]38,39,1)([45]40,38,0)([46]36,4,3)([47]3,4,3)([48]36,0,0)([49]39,45,3)([50]38,36,0)([51]45,36,0)([52]1,2,1)([53]2,45,2)([54]37,38,2)(40,49,50,31,41,8)"
98,355,28,"{6,6, 7,7, 2,2,28}([6]3,1,1)([7]0,0,1)([8]5,2,1)([9]1,1,1)([10]4,4,0)([11]4,0,1)([12]1,4,2)([13]8,12,1)([14]9,12,0)([15]3,0,1)([16]1,4,1)([17]5,0,1)([18]5,0,1)([19]2,3,1)([20]6,11,3)([21]19,18,3)([22]0,3,2)([23]13,6,0)([24]17,16,3)([25]15,6,0)([26]5,1,1)([27]13,16,3)([28]19,22,3)([29]21,25,0)([30]13,17,3)([31]19,5,3)([32]24,22,0)([33]21,16,1)([34]5,26,1)([35]2,4,1)([36]28,21,2)([37]28,26,3)([38]20,33,3)([39]25,33,2)([40]25,27,1)([41]35,34,3)([42]34,38,2)([43]29,3,1)([44]38,39,1)([45]40,38,0)([46]36,4,3)([47]3,4,3)([48]36,0,0)([49]39,45,3)([50]38,36,0)([51]45,36,0)([52]1,2,1)([53]2,45,2)([54]37,38,2)(40,49,50,31,41,8)"
98,375,30,"{6,6, 7,7, 2,2,30}([6]3,1,1)([7]0,0,1)([8]5,2,1)([9]1,1,1)([10]2,4,0)([11]4,0,1)([12]1,4,2)([13]8,12,1)([14]9,12,0)([15]3,0,1)([16]1,4,1)([17]5,0,1)([18]5,0,1)([19]2,3,1)([20]6,11,3)([21]19,18,3)([22]0,3,2)([23]13,6,0)([24]17,16,3)([25]15,6,0)([26]5,1,1)([27]13,16,3)([28]19,22,3)([29]21,25,0)([30]13,17,3)([31]19,24,3)([32]24,22,0)([33]21,16,1)([34]5,26,1)([35]2,4,1)([36]28,21,2)([37]28,26,3)([38]20,33,3)([39]25,33,2)([40]25,27,1)([41]35,34,3)([42]34,38,2)([43]29,3,1)([44]38,39,1)([45]40,38,0)([46]36,4,3)([47]3,4,3)([48]36,0,0)([49]39,45,3)([50]38,36,0)([51]45,36,0)([52]1,2,1)([53]2,44,2)([54]37,38,2)(40,49,50,31,41,8)"
99,331,30,"{6,6, 7,7, 2,2,30}([6]2,3,0)([7]0,5,1)([8]3,1,1)([9]1,4,2)([10]2,5,1)([11]0,0,1)([12]5,2,1)([13]3,6,1)([14]7,0,0)([15]1,4,1)([16]5,2,1)([17]9,10,1)([18]8,11,3)([19]0,3,1)([20]8,2,0)([21]13,14,2)([22]7,15,3)([23]19,17,1)([24]3,13,1)([25]15,10,0)([26]6,2,1)([27]17,25,3)([28]0,3,3)([29]18,23,3)([30]19,19,1)([31]13,22,3)([32]5,25,2)([33]21,24,0)([34]5,1,1)([35]4,2,1)([36]3,31,0)([37]33,3,3)([38]20,28,0)([39]25,33,1)([40]30,27,1)([41]37,34,3)([42]30,39,2)([43]29,0,0)([44]29,39,1)([45]39,27,2)([46]29,39,3)([47]40,35,3)([48]0,47,2)([49]42,40,3)([50]40,42,1)([51]45,42,2)([52]46,42,3)([53]40,2,3)([54]44,1,2)(40,49,46,31,41,10)"
99,361,30,"{6,6, 7,7, 2,2,30}([6]2,3,0)([7]0,5,1)([8]3,1,1)([9]1,4,2)([10]2,5,1)([11]4,0,1)([12]5,2,1)([13]3,6,1)([14]7,0,0)([15]1,4,1)([16]5,2,1)([17]9,10,1)([18]8,11,3)([19]0,3,1)([20]8,2,0)([21]13,14,2)([22]7,15,3)([23]19,17,1)([24]3,13,1)([25]15,10,0)([26]6,2,1)([27]17,25,3)([28]15,3,3)([29]18,23,3)([30]19,19,1)([31]13,22,3)([32]5,25,2)([33]21,24,0)([34]5,30,1)([35]4,2,1)([36]3,31,0)([37]33,3,3)([38]20,28,0)([39]25,33,1)([40]30,27,1)([41]35,34,3)([42]30,39,2)([43]29,0,0)([44]29,39,1)([45]39,27,2)([46]29,39,3)([47]40,35,3)([48]0,47,2)([49]42,40,3)([50]40,42,1)([51]45,42,2)([52]46,42,3)([53]40,2,3)([54]44,1,2)(40,49,46,31,41,10)"
99,377,30,"{6,6, 7,7, 2,2,30}([6]2,3,0)([7]0,5,1)([8]3,1,1)([9]1,4,2)([10]2,5,1)([11]4,0,1)([12]5,2,1)([13]3,6,1)([14]7,0,0)([15]1,4,1)([16]5,2,1)([17]9,10,1)([18]8,11,3)([19]0,3,1)([20]8,2,0)([21]13,14,2)([22]7,15,3)([23]19,17,1)([24]3,13,1)([25]15,10,0)([26]6,2,1)([27]17,25,3)([28]15,3,3)([29]18,23,3)([30]19,19,1)([31]13,22,3)([32]5,25,2)([33]21,24,0)([34]5,1,1)([35]4,2,1)([36]3,31,0)([37]33,3,3)([38]20,28,0)([39]25,33,1)([40]30,27,1)([41]35,34,3)([42]30,39,2)([43]29,0,0)([44]29,39,1)([45]39,27,2)([46]29,39,3)([47]40,35,3)([48]0,47,2)([49]42,40,3)([50]40,42,1)([51]45,42,2)([52]46,42,3)([53]40,2,3)([54]44,1,2)(40,49,46,31,41,10)"
99,378,31,"{6,6, 7,7, 2,2,31}([6]2,3,0)([7]0,5,1)([8]3,1,1)([9]1,4,2)([10]2,5,1)([11]4,0,1)([12]5,2,1)([13]3,6,1)([14]7,0,0)([15]1,4,1)([16]5,2,1)([17]9,10,1)([18]8,11,3)([19]0,3,1)([20]8,2,0)([21]13,14,2)([22]7,15,3)([23]19,16,1)([24]3,13,1)([25]15,10,0)([26]6,2,1)([27]17,25,3)([28]15,3,3)([29]18,23,3)([30]19,19,1)([31]13,22,3)([32]5,25,2)([33]21,24,0)([34]5,1,1)([35]4,2,1)([36]3,31,0)([37]33,3,3)([38]20,28,0)([39]25,33,1)([40]30,27,1)([41]35,34,3)([42]30,39,2)([43]29,0,0)([44]29,39,1)([45]39,27,2)([46]29,39,3)([47]40,35,3)([48]0,47,2)([49]42,40,3)([50]40,42,1)([51]45,42,2)([52]46,42,3)([53]40,2,3)([54]44,1,2)(40,49,46,31,41,10)"
